algo,arch,m,k,n,meta_block_sz,block_sz,nn_row,mm_col,density,bm,bn,bk,wm,wn,wk,mm,mn,mk,nstage,spmm_time,gemm_time,speedup,error
2,sm_86,768,4608,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,2,0.410894,0.54124,1.31723,0
2,sm_86,768,4608,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,3,0.40945,0.543253,1.32679,0
2,sm_86,768,4608,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,4,0.501201,0.543064,1.08353,0
2,sm_86,768,5376,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,2,0.383025,0.631875,1.6497,0
2,sm_86,768,5376,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,3,0.391961,0.631907,1.61217,0
2,sm_86,768,5376,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,4,0.428951,0.631911,1.47315,0
2,sm_86,768,5376,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,2,1.6689,0.631869,0.378614,0
2,sm_86,768,5376,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,3,1.21706,0.63189,0.519193,0
2,sm_86,768,5376,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,4,1.58268,0.631793,0.399191,0
2,sm_86,768,5376,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,2,0.474667,0.6318,1.33104,0
2,sm_86,768,5376,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,3,0.475111,0.629308,1.32455,0
2,sm_86,768,5376,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,4,0.581751,0.631845,1.08611,0
2,sm_86,768,6144,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,2,0.544572,0.719935,1.32202,0
2,sm_86,768,6144,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,3,0.468148,0.719833,1.53762,0
2,sm_86,768,6144,4096,32,4,2,4,0.5,128,64,32,32,64,32,16,8,32,4,0.497529,0.717372,1.44187,0
2,sm_86,768,6144,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,2,1.9511,0.717355,0.367668,0
2,sm_86,768,6144,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,3,1.38759,0.719942,0.518844,0
2,sm_86,768,6144,4096,32,4,2,4,0.5,128,64,32,128,64,32,16,8,32,4,1.80956,0.719989,0.39788,0
2,sm_86,768,6144,4096,32,4,2,4,0.5,128,64,32,64,64,32,16,8,32,2,0.562529,0.719953,1.27985,0
